,Пол,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ОЭ,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,F1o,F2o,F1s,F2s
ШЭМ,0.19582336904302444,0.15581227349594295,0.27014013051455965,0.25635974733520717,0.0380906474290894,0.023677122075078858,0.14954898323358704,0.20101004437659245,-0.4849384257037962,-0.22472386452327953,1.0,0.22651908106130272,0.3204975008331367,0.299416423239566,0.13596735349148767,-0.09370554851029467,-0.11697258085794855,-0.11098234527221144,-0.06422175065253974,0.2157733884062694,-0.16693756808538354,-0.1015732530494412,0.0005635949845159631,0.09899879514936867,-0.10229014804814812,-0.0794493959603708,-0.218255505701407,-0.411575887956121,-0.2020562508434622,-0.22689881966311048,-0.13551795804797861,-0.003682706342087506,0.045856254404312534,0.23283416616702707,-0.04694106308341576,0.047602461250236816,0.0773963501365137,0.24067511816073983,-0.029930950485809005,0.14870261270132348,-0.09143338112835062,0.005044559934078272,0.06712770129445465,-0.23563859512227428,-0.09029610723888327,0.0519390899055385,0.08367098151077261
ШПС,-0.007027165662923979,-0.0013360370022526054,0.03146876368262779,0.10889081573615625,0.19857080496918547,-0.12036438371391935,0.015066533045520048,0.11803281528394445,0.22456094082280445,0.16068836881437015,0.22651908106130272,1.0,0.024847376437952918,0.46259384603215564,0.1306308178193582,0.007686851756728319,0.048636522853060395,0.18331550292245266,-0.37357941770746417,-0.5109342447988089,-0.15610308995527908,-0.09025021081477273,-0.07862959636334181,0.011160080255634659,0.029986598191799822,0.015410832118484293,-0.09107651360196062,-0.00547373699653613,-0.18245406339949466,-0.054398145086223995,-0.11170782421898451,-0.13417838470904514,0.291445855258037,0.20097729744443765,-0.03909893168820266,0.1370832824847077,0.022417436432398494,0.08598536676057122,-0.027354820353624867,-0.025124629393695523,-0.15422998576625063,-0.1510873210399827,-0.017205199310572485,0.051944697811452084,0.3141093398100664,-0.08532815199523643,0.052801773096511385
ШКМ,0.146032285366737,0.22940977072742844,0.4589584984034415,0.4680063777472465,0.04816371693223096,-0.0414457308930206,0.12366697506880209,0.6384656740509688,-0.5483803829492497,-0.45305918564376707,0.3204975008331367,0.024847376437952918,1.0,0.26782500602148906,0.31154716428356743,-0.06534090515658542,-0.6723196729982093,-0.024074944234075024,-0.10548316107446508,0.23918940968839036,0.22725059219471566,0.14489768814454218,-0.24036136500855426,0.05565902951175969,0.2151222000865145,0.029198587691488063,0.003241787639180928,-0.16762100702981417,-0.11696875012238322,-0.3843252501636703,-0.02901698723738651,0.12498397116192532,-0.32389912851560626,0.12149835248192932,-0.10874131932509612,0.04902575892378002,-0.04928286239836599,0.3348473942895637,0.12844284195696545,0.19555454870026082,0.18097475976594482,0.012877505385912398,0.291523422761896,0.007855937461979967,0.027233762287787865,0.27584382967307736,0.34897599525869116
ШНО,0.059012259419597625,0.07945379979189306,0.028443985861295696,0.1761201201197712,0.1483355107973575,0.000932438485012692,0.0032509941781222753,0.22885881597078692,-0.10958823664197542,-0.08880810220567639,0.299416423239566,0.46259384603215564,0.26782500602148906,1.0,0.13570381656687544,-0.02056274496529042,-0.5227311297272591,0.22523411059670323,-0.09236562084187165,0.03092305191377063,0.15883777446237785,0.040523966629603975,-0.04767273016047957,-0.1722849997023494,-0.055275263809548954,0.15326867585033285,-0.04840066307457283,-0.13322220773690716,-0.1433521513843366,-0.0742657429520266,-0.14762188473608173,0.05173547036699248,-0.06475404641968206,0.13194325282868,-0.03258742932580839,-0.006129513886770876,-0.09262270145787305,0.277523078273557,0.04261772369605024,0.0828055198786471,0.11639830358312525,-0.23212776081751646,0.15075780996193358,-0.11490841788625333,0.15849827518976176,0.03277692589895752,0.20408746884439327
ШЛСМ,0.16428644788901758,-0.012578383869358865,0.2696908698043061,0.3442856034186031,-0.28704589915765627,-0.40695874389221487,0.0016623036589144624,0.14029139525184067,-0.4478071162340653,-0.517087306523191,0.13596735349148767,0.1306308178193582,0.31154716428356743,0.13570381656687544,1.0,0.1698021703436423,-0.29684975649207235,0.02862591177202453,-0.11748163480043551,-0.0995394461702519,0.007219455050025466,-0.20444811445999486,-0.2051577838220894,-0.07811620238561039,0.1347513788569469,0.03356376108463699,0.20329262243450286,0.018886189825047806,0.028411176415450958,-0.02467610778465465,0.008731943435580421,-0.041389971896337086,-0.4484860917352069,0.004951834936386944,0.09818148840646614,-0.18965096848446553,0.13321109778405696,-0.05668984805063412,-0.16911348788945949,-0.026208054091930236,0.15909101832591668,0.061823740205605465,-0.05285302555855304,0.11269651287116766,0.12348301785839806,0.46209941047291925,0.26602812261791287
ШВ,-0.02620527154873982,-0.2182332070744371,-0.1329146441842725,-0.10130176173331733,-0.1576673396059761,-0.2187037513003407,-0.2442749006573542,-0.004367607261351271,0.017989283233315473,-0.005771469408824921,-0.09370554851029467,0.007686851756728319,-0.06534090515658542,-0.02056274496529042,0.1698021703436423,1.0,-0.05115581543425676,0.04468504179637782,0.029673860411736697,-0.13292225331836488,0.12022788741983662,-0.20601804670128296,-0.1493114631314425,0.09047487832922563,0.10755742637673721,0.10806534391532523,0.07411691588759985,-0.011260737751575501,-0.09978114746973242,0.1048239491257308,-0.046391505159442396,0.11872312925671065,-0.012504083339285916,-0.10831604507679897,0.06653942279653821,-0.07472433212998995,0.05052901325951267,-0.05668155794717186,-0.19060715382159243,-0.08495117580758467,-0.10227397411873895,-0.1661552346379456,-0.09907741899813577,0.05350093703903629,0.015325634750137561,0.0586668511023458,-0.018541968701482447
ШСЖ,-0.15967331099819038,-0.1396249299144103,-0.3283001116721471,-0.193322222053167,0.009905839411362777,0.008004369535647555,-0.04061961430439981,-0.35125220337497665,0.4108053861925249,0.36871269920419325,-0.11697258085794855,0.048636522853060395,-0.6723196729982093,-0.5227311297272591,-0.29684975649207235,-0.05115581543425676,1.0,-0.028262638400067226,-0.049206702960200396,-0.305506280442471,-0.3091916045501283,-0.13560783476968685,0.32450106324256983,0.10842029733882158,-0.16405669125070876,-0.14030260620488924,-0.027376017468819666,0.14288392803462732,0.1699019395493571,0.349679952490622,0.10054942495865708,-0.1239212291727324,0.4230695129683613,-0.016841851334864343,0.002400809126407214,0.08631965241735932,0.020214136503711483,-0.20269685818495545,-0.08736940612196212,-0.07921888012273381,-0.284445649279959,-0.013029799098532432,-0.187658351394181,0.0024305489903137323,0.0009792281669057563,-0.15160862688640758,-0.24080364760424164
ШЛ,-0.06060988388373997,-0.14998229003136074,-0.49032374816072755,-0.170195964213514,0.0963449654833097,0.17769950264219744,0.056862481343055396,0.10171060289497541,0.3073868190185199,0.3101402562989985,-0.11098234527221144,0.18331550292245266,-0.024074944234075024,0.22523411059670323,0.02862591177202453,0.04468504179637782,-0.028262638400067226,1.0,0.12760410516517093,-0.005549585766263224,0.12279759446564938,0.17948758514873794,0.1985501133565766,0.04891025751938375,-0.21350849401606792,-0.036697887082531064,-0.06182021086270353,0.04133620289880431,0.23493360884513298,0.08273201300475773,0.018837174353294208,0.030354363530562204,0.0006358900522634791,0.14959323252214962,-0.17723078935334668,0.13709384911170547,-0.19277357667446085,0.07398108930917482,-0.09640313438599288,0.086329684128306,0.06909786950883828,0.036098209484395294,0.040838047831882385,0.029370403099350073,0.14597741966383335,0.04179906346237597,0.05190215190377793
Директивный стиль,-0.026703862025773493,-0.2809013265619702,-0.3204168196037468,-0.2499076173698724,-0.2043779626796512,0.11160352660979017,0.013083532433852636,-0.011692139662621335,0.057728313218188755,0.07621316531930787,-0.06422175065253974,-0.37357941770746417,-0.10548316107446508,-0.09236562084187165,-0.11748163480043551,0.029673860411736697,-0.049206702960200396,0.12760410516517093,1.0,0.6541561068903441,0.3513042617104318,0.3735344418521553,0.2286830257541007,5.7330537324314554e-05,-0.03373572202880631,0.21494413490544628,0.02416693794106411,0.07744898190551161,0.34475232665012334,0.15772775294517405,0.18658446168466508,0.1448057121858277,-0.1934296179671624,-0.2317962526006578,0.20944580097587331,-0.15045583600083268,0.14345224265062195,-0.22510665815342665,-0.27778032438590666,-0.11752274006383966,0.1031294436070689,0.05466802849343153,-0.1708406091123661,-0.05069387624739021,-0.08196745921400327,-0.05127553326491928,-0.03275199287933915
Аналитический стиль,0.17780245285859306,-0.11904062475977206,0.010255220265647827,-0.047132399976333755,-0.254187762069227,0.12296935811282123,0.0018035936612146456,0.13996817857509955,-0.3265024278281877,-0.19299665320461282,0.2157733884062694,-0.5109342447988089,0.23918940968839036,0.03092305191377063,-0.0995394461702519,-0.13292225331836488,-0.305506280442471,-0.005549585766263224,0.6541561068903441,1.0,0.44673352730026256,0.4141905614582544,0.0954749820613809,0.02855236605880583,0.022395993313255553,0.2066011602705824,-0.001458110899709623,-0.09441803162629119,0.12872150828551923,-0.12216715218569733,0.0995013187821553,0.24388972276326948,-0.32198297737753595,-0.08572694384403937,0.09394055765700439,-0.07910878756805931,0.0597090942685973,0.009268249251451562,-0.15729061694749724,0.049045070443322444,0.091004686133415,0.11751817430880057,-0.026661346727036208,-0.1019773754225029,-0.25432849130915364,0.03105755868640472,0.07356737367986964
Концептуальный стиль,0.044296751527831205,-0.1963593471878712,-0.03810283089390961,0.016604967034577842,-0.17501783925605022,-0.02263437368876122,-0.20599050009177863,0.2175061996893482,-0.012824063021064374,-0.04036329256333284,-0.16693756808538354,-0.15610308995527908,0.22725059219471566,0.15883777446237785,0.007219455050025466,0.12022788741983662,-0.3091916045501283,0.12279759446564938,0.3513042617104318,0.44673352730026256,1.0,0.4496872543332228,-0.07395256397193468,-0.16754583601779824,0.09983409301203107,0.5054988832877302,0.284190554749267,0.2002858412252371,0.15273787151621698,-0.01947810700098428,0.10599760176217399,0.3223115561885161,-0.12662112371018036,-0.09407215194476272,0.016023077072885538,-0.10754381402078537,-0.06995533790273437,0.08610137169389567,-0.08026070654708042,-0.048462349628104126,-0.07030487350505754,-0.09878288876735569,-0.0274079594892315,0.2944666079708069,0.11202890106096507,0.05532285974056253,0.08952459892255245
Поведенческий стиль,0.0969730486675612,0.00940893337025157,-0.04657231941074422,-0.11622695902346142,0.10979233066608454,0.3455386103534103,-0.03519717778557691,0.22872187918629722,0.09902684058835591,0.14997517580381534,-0.1015732530494412,-0.09025021081477273,0.14489768814454218,0.040523966629603975,-0.20444811445999486,-0.20601804670128296,-0.13560783476968685,0.17948758514873794,0.3735344418521553,0.4141905614582544,0.4496872543332228,1.0,0.08784753051837006,-0.07674320732559561,0.007755338323043357,0.18759369023308728,0.08619110189975623,0.2441422577846172,0.16175250844691552,-0.13313808498960125,0.3323434241212827,0.31413933498885493,-0.08152001779728434,-0.0027226113795035365,-0.05466200001951847,0.0787543928686087,-0.08417753320032606,0.16546287339687907,0.1526891493418146,0.1408412080979243,0.11567741880135717,0.15559062710890753,0.1729614709820823,0.13486016457502217,0.05926004141952639,-0.058166576902179364,0.173254282100862
Безопасность,-0.19507516997601895,0.011301138770735483,-0.2380332777422491,-0.14591243103255286,0.11584943238154898,0.38786053245465596,-0.033031808715062276,0.04452488069465953,0.29825905458000807,0.3322882350895799,0.0005635949845159631,-0.07862959636334181,-0.24036136500855426,-0.04767273016047957,-0.2051577838220894,-0.1493114631314425,0.32450106324256983,0.1985501133565766,0.2286830257541007,0.0954749820613809,-0.07395256397193468,0.08784753051837006,1.0,0.27535747944204175,-0.02889610904344381,-0.06926169352484737,-0.1684513700271274,0.04515248540091179,0.3862674852588666,0.30767745525819884,0.2016666924368794,0.1451530491513476,0.14943474026227582,0.02263373232964233,0.011103863205335091,0.15915007283383872,-0.0207924234541272,-0.0729117451866382,0.022244684155473357,0.03814391627231984,0.06683134558487915,0.07957678927325347,0.007762590254679579,-0.3424694979717537,-0.1003101708047019,-0.07079138605550683,0.0009942876390820875
Конформизм,-0.04748250172811457,0.054182748387336124,-0.021767456432395305,0.007180989997328334,-0.0023530788799978426,0.2152835114487289,0.17806385146838005,0.16225253484193664,0.13695964893263277,0.20109307161105658,0.09899879514936867,0.011160080255634659,0.05565902951175969,-0.1722849997023494,-0.07811620238561039,0.09047487832922563,0.10842029733882158,0.04891025751938375,5.7330537324314554e-05,0.02855236605880583,-0.16754583601779824,-0.07674320732559561,0.27535747944204175,1.0,0.1930807004360626,-0.2673123579812196,-0.35559377566641953,-0.08632353948679122,0.11827792416429862,0.052767900626090374,0.057470548384295723,0.03220582682869447,0.015689995925122588,-0.049734565820145786,-0.05087937721396197,0.16350099894788894,-0.03596652351847422,-0.0363880328759625,-0.06335916584255954,-0.1621615912314323,0.041760650875022495,-0.025429629853968485,-0.03518959448525686,-0.3508602890826187,-0.29809351790630356,-0.006803213019518451,0.13570013621171897
Традиция,-0.0419514312930188,-0.04987995368229665,0.15774605090091653,0.18069455664385403,0.011177029552979034,0.07512547441140638,0.04718627256202115,0.1426456562566247,-0.022185193537838755,-0.03821020708724881,-0.10229014804814812,0.029986598191799822,0.2151222000865145,-0.055275263809548954,0.1347513788569469,0.10755742637673721,-0.16405669125070876,-0.21350849401606792,-0.03373572202880631,0.022395993313255553,0.09983409301203107,0.007755338323043357,-0.02889610904344381,0.1930807004360626,1.0,0.17856468183838742,0.13981689313311121,0.13380377327552656,-0.01388841555576895,-0.0649856452876626,0.25745101592989034,0.3320651978843382,-0.13601857999918945,-0.2840145235391483,0.10427681527238293,-0.20408328930221453,-0.022196489008715525,-0.04575176356088088,-0.10075666166155645,-0.10115683269884743,0.08257294403441115,-0.1553916634054451,-0.05515567545693621,-0.0016219572962406382,-0.1148233421416007,0.08875511606194773,0.257567934315364
Самостьятельность,0.20705142241599864,-0.2142723312979458,0.016617662063594836,-0.002509696595466737,-0.27082792909764514,-0.24253612175965283,-0.3100728108476266,0.05930924717227678,-0.07636505282188677,-0.14555795569939403,-0.0794493959603708,0.015410832118484293,0.029198587691488063,0.15326867585033285,0.03356376108463699,0.10806534391532523,-0.14030260620488924,-0.036697887082531064,0.21494413490544628,0.2066011602705824,0.5054988832877302,0.18759369023308728,-0.06926169352484737,-0.2673123579812196,0.17856468183838742,1.0,0.4072310979402809,0.399946357125566,0.22693283990517346,0.14107736658854653,0.37478884477975033,0.33313818652856686,-0.08358233949016645,-0.0928467685325532,0.1355505874507161,-0.13802301795822164,0.07025066804315383,-0.07375610968214365,-0.2011915260365018,-0.16399524248601025,-0.02330136268720788,-0.11723491026259487,-0.10402287111051488,0.3914550717723916,0.2112258934910591,-0.08335901000829161,0.07827176217942791
Риск-новизна,-0.0007067997803391218,-0.1520781541286111,-0.018865201882278342,0.02756552830476275,-0.13840344676731708,-0.20827464533913229,-0.2843187037965704,-0.026390401889249182,-0.054803917762718375,-0.12842443194290795,-0.218255505701407,-0.09107651360196062,0.003241787639180928,-0.04840066307457283,0.20329262243450286,0.07411691588759985,-0.027376017468819666,-0.06182021086270353,0.02416693794106411,-0.001458110899709623,0.284190554749267,0.08619110189975623,-0.1684513700271274,-0.35559377566641953,0.13981689313311121,0.4072310979402809,1.0,0.4548050777804932,0.19289875667235928,0.11872064822764768,0.23092152711216257,0.29314403318055243,0.07674591940368114,0.05013571259745277,-0.1458404289744234,0.0512334550892427,-0.16919611804980011,-0.09931309442398664,-0.1915017312488048,0.0027739532621124615,-0.014368485039986998,-0.09402905204486578,-0.09545433970611425,0.422842463763272,0.3561953319733098,0.07742329419055878,0.10718555380224086
Гедонизм,0.056170620906435244,-0.1719454105156198,-0.15776063020948372,-0.21304512209168805,-0.15443868500565677,-0.11453882312098591,-0.2946182594588062,-0.04137630269144268,0.2171894044012565,0.09423570489133196,-0.411575887956121,-0.00547373699653613,-0.16762100702981417,-0.13322220773690716,0.018886189825047806,-0.011260737751575501,0.14288392803462732,0.04133620289880431,0.07744898190551161,-0.09441803162629119,0.2002858412252371,0.2441422577846172,0.04515248540091179,-0.08632353948679122,0.13380377327552656,0.399946357125566,0.4548050777804932,1.0,0.4246950028308366,0.3382677534272467,0.31031909791907136,0.24475646756920263,0.05031727128590549,-0.1392640951460177,0.032442707683540385,-0.045861152087718154,-0.051778094542552916,-0.11249494228180751,-0.18694307792035292,-0.17277239613743647,-0.06158324153842406,-0.14773847734948847,-0.12516136279682685,0.2233341414998494,0.2097185202294696,0.03594213122191334,0.16034412804451
Достижение,0.05309759076431928,-0.19614199429842755,-0.20267321442029926,-0.1737469859343,-0.22160169206326605,-0.0004674451254961148,-0.020300825614619253,-0.07044612755721535,0.19622600222681938,0.11288699392970615,-0.2020562508434622,-0.18245406339949466,-0.11696875012238322,-0.1433521513843366,0.028411176415450958,-0.09978114746973242,0.1699019395493571,0.23493360884513298,0.34475232665012334,0.12872150828551923,0.15273787151621698,0.16175250844691552,0.3862674852588666,0.11827792416429862,-0.01388841555576895,0.22693283990517346,0.19289875667235928,0.4246950028308366,1.0,0.5165589287966542,0.25705846265860044,0.049617733967904996,-0.07806450570248286,-0.03247030441202715,-0.11970440546326118,0.11813948400748549,-0.10755982574864231,0.07484622161299724,-0.14844137636006893,0.009748752377318919,0.10781019978125585,-0.1676340139164805,0.025276431580579923,0.0289400362434105,0.03268674036072523,0.1318522061077146,0.020872213142417186
Власть-Богатство,0.02057106688337697,-0.3133061085529614,-0.35852105255976563,-0.2877290601262704,-0.20587632260321304,-0.17903617255428292,-0.0680927158613421,-0.28432444070067275,0.2908330357010424,0.23816128226124442,-0.22689881966311048,-0.054398145086223995,-0.3843252501636703,-0.0742657429520266,-0.02467610778465465,0.1048239491257308,0.349679952490622,0.08273201300475773,0.15772775294517405,-0.12216715218569733,-0.01947810700098428,-0.13313808498960125,0.30767745525819884,0.052767900626090374,-0.0649856452876626,0.14107736658854653,0.11872064822764768,0.3382677534272467,0.5165589287966542,1.0,0.06576933089122186,-0.11544222039109157,0.10606238425303628,-0.007236103368695166,-0.08814522271243942,0.09465653616871049,-0.1440978283292253,-0.17478722083497464,-0.2943898495227758,-0.204945654544309,-0.16339138784375318,-0.27723628141628415,-0.26747827325571716,-0.06746681599358394,-0.0010354348367765799,-0.01685206523620902,-0.08634867182044757
