,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ОЭ,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,F1o,F2o,F1s,F2s
ШЛСМ,-0.01025944720162872,0.19824721870864898,0.248021225422765,-0.2027994753803589,-0.2949526688058788,0.0,0.10227374949255351,-0.3388616186589926,-0.38858491558158653,0.09421359688351162,0.09385075505004388,0.23037154991837938,0.0999618775955378,1.0,0.12224874711484107,-0.22738083593680547,0.017590936977454334,-0.08768289234696923,-0.07452230618334453,0.0020542581446530636,-0.1452655238041998,-0.1533259351931706,-0.060503563979637326,0.10100351529691828,0.022658601864003407,0.1474812860506478,0.015089296015297253,0.02427172848093486,-0.012848176142396405,0.009060050150959207,-0.029231687834359702,-0.3300894250413973,0.0034868595078354297,0.07574328672838679,-0.14274355662613963,0.10538420561873071,-0.0540948576312744,-0.12265718586974071,-0.025509404827138534,0.11508404012713272,0.03956997811451661,-0.040363149061850435,0.07638344553519145,0.08854614632956635,0.34741505270442025,0.1907261637724694
ШВ,-0.15631819173301922,-0.10092227966930264,-0.061280777133548486,-0.11316879319735616,-0.1570677470339811,-0.1798352206633024,0.0011986622901638522,0.01762861637200666,-0.0032260804335800778,-0.07241828325001927,0.006260426923928705,-0.04864065649414744,-0.015497568325562287,0.12224874711484107,1.0,-0.040896892160744755,0.027360963560659427,0.020931176320161424,-0.09714391971077403,0.08558052135470598,-0.15857229664996148,-0.10650988810542555,0.06979361652815118,0.07747752891321034,0.08086359964222593,0.053729044877528505,-0.006593926628138138,-0.07548357517727106,0.07423711155240881,-0.03048572016164731,0.08466213518032194,-0.009751552073457582,-0.0860402636265434,0.047876716437712734,-0.06088548505253757,0.04235205015354907,-0.035690420365238756,-0.13541601343432122,-0.0612896091256868,-0.07742393795309342,-0.11362596716643403,-0.0743754222756428,0.04179902948782001,0.01211895880529748,0.040060367790611215,-0.015916795208404427
ШСЖ,-0.09130603933359911,-0.24294805662857938,-0.13654393900458714,0.007469951579227451,-0.0025964305958503997,-0.02072124002131702,-0.24789456175494165,0.3054519336801331,0.2667881044151533,-0.07023107921874219,0.037295418344532205,-0.5139977871482856,-0.3875878111264025,-0.22738083593680547,-0.040896892160744755,1.0,-0.02181733574095073,-0.03653820921125175,-0.23292396894604325,-0.22548155980923423,-0.08833112291084087,0.24464140269797666,0.08249192696213996,-0.12248027229993393,-0.10960818678874946,-0.014074690284456057,0.10414346870198905,0.12270635635389296,0.2592424085012182,0.07913858030713458,-0.09040790450116681,0.3006189887071076,-0.015171207901375886,0.0044058353111146335,0.06568497392281385,0.01731172565091813,-0.1398802078247695,-0.06681001730326983,-0.05074019783656815,-0.2088316894679969,-0.010933105338367291,-0.13456497619108462,-0.0008748906386701661,0.0,-0.1090250725573199,-0.17908392018540265
ШЛ,-0.11428547506989961,-0.36066139382248297,-0.13042144610627848,0.0676764921598545,0.13941181638159503,0.03898751219212259,0.07550723583066363,0.23044938886345218,0.23262137840955394,-0.08085463880110237,0.13708063127208864,-0.013085390598893047,0.1633392741107632,0.017590936977454334,0.027360963560659427,-0.02181733574095073,1.0,0.09527907984848806,0.0,0.09300081494416215,0.1343891100423827,0.1545015840501144,0.03787982526674074,-0.1596429682327013,-0.02571290760469512,-0.044200921649006394,0.02955388954799401,0.1835002276176286,0.05779955704861644,0.012680289000881365,0.02735767747156111,-0.007822438650337547,0.11433489765685352,-0.14116258522358818,0.10914507466478421,-0.15854393781459702,0.058705788821068305,-0.07334046592879671,0.060969821393278154,0.0515944677868459,0.02646907767914884,0.03256911547966718,0.022996651186407528,0.10753070314298077,0.01995193148045907,0.035523241032561666
Директивный стиль,-0.20723449119373413,-0.22890896167236915,-0.17728452740060113,-0.1357007495472848,0.08261728037373922,0.0060096162114350845,-0.010692121629724074,0.03654954727574493,0.04921041973892986,-0.046461696154226274,-0.2532712415370546,-0.07979673064296586,-0.06581441320636089,-0.08768289234696923,0.020931176320161424,-0.03653820921125175,0.09527907984848806,1.0,0.4752901820744845,0.2536431189501203,0.2796258647441722,0.16577850361276678,0.003305108224456836,-0.03067519573121949,0.15656041529865217,0.019057466328809003,0.06146758757036474,0.24522219077845672,0.10948908024129268,0.13422240432968283,0.10457536208368502,-0.13849094818974472,-0.17862794615894484,0.16310770115532236,-0.11013152245529112,0.10227206183008762,-0.16781996244095054,-0.20528742999523597,-0.087069339235364,0.08137009251428214,0.04606064445084397,-0.11509601096975174,-0.03508828027429731,-0.05814116228497442,-0.03694047127717503,-0.023516405527903145
Аналитический стиль,-0.08071270371478598,0.012625563489076364,-0.041367629696585306,-0.17623075945268551,0.08461990721476147,-0.001140748381527156,0.10280939640759354,-0.21967180344178888,-0.12908498420718617,0.15594886821801343,-0.36527721464835744,0.16246438746781205,0.023485608145729257,-0.07452230618334453,-0.09714391971077403,-0.23292396894604325,0.0,0.4752901820744845,1.0,0.3243737759534701,0.30736188287037086,0.08320249702222046,0.019462955210824945,0.01573880444451201,0.1440198271341989,-0.0014837393625312418,-0.07000685092387422,0.08443231895152485,-0.09022737994256606,0.07279878201424346,0.18313871802749077,-0.22746787078509073,-0.06423503389807245,0.07455632735022684,-0.06093509259702871,0.04810086067918298,0.0025511532288442786,-0.11166699740460352,0.035914576162153364,0.06568579680762629,0.07840418680052132,-0.012148009444139579,-0.061554349113532525,-0.18051976079289975,0.021910815110216482,0.051072914711720374
Концептуальный стиль,-0.15402375408288932,-0.02391591811418968,0.0069234133082545155,-0.12550656854127748,-0.009473394988056466,-0.1317342106118766,0.15182202105479378,-0.004820082943580142,-0.02547203419846764,-0.11894790834300904,-0.11392484737387669,0.15598782258045774,0.11274178247469065,0.0020542581446530636,0.08558052135470598,-0.22548155980923423,0.09300081494416215,0.2536431189501203,0.3243737759534701,1.0,0.3273781877412618,-0.05259451865188337,-0.12809019813229797,0.07142448697874754,0.3751122707409704,0.20471761949239925,0.15241629990848776,0.11643025701514324,-0.01745865230950306,0.0728057973077293,0.2466332417540896,-0.08269826838435218,-0.07239481046249051,0.013826945801396847,-0.07822547293159196,-0.05573289797000142,0.05778311422307235,-0.050217585515739835,-0.030582815841457237,-0.05370215677964801,-0.05983616054396728,-0.015603076095470585,0.20865024646440078,0.08303520680719059,0.03784797761997024,0.06909281730766072
Поведенческий стиль,0.012089814525153836,-0.0356578005123602,-0.08838351974988201,0.0870213217231853,0.2521147634658623,-0.02629374637390876,0.15728810052928335,0.06734516909595507,0.09801092656979395,-0.0728760156268812,-0.06201559589269979,0.1005450645976785,0.03444323829223817,-0.1452655238041998,-0.15857229664996148,-0.08833112291084087,0.1343891100423827,0.2796258647441722,0.30736188287037086,0.3273781877412618,1.0,0.0641859701593224,-0.06001505306297325,0.008493001468141102,0.14342808474693952,0.061559166602608996,0.17720866171525648,0.12245230694092368,-0.09552867254992571,0.23962666256902962,0.23544791451330088,-0.052934066998384356,-0.0017120596224029178,-0.044089746304981615,0.06314819883584882,-0.06202537591833703,0.1116403931838217,0.10877533346019681,0.09732226437672188,0.08446869866791336,0.1100023751789678,0.1214587283019288,0.09151683554041219,0.04201751116412475,-0.05035975178906039,0.12134017908227081
Безопасность,0.009606194005488343,-0.17843533426196184,-0.10478264847413897,0.09462022645903082,0.2886182303690294,-0.02414241373147383,0.03310724767978663,0.2145334064515773,0.24772625835222806,0.001187505619645909,-0.0628778222804235,-0.17068829614124384,-0.03232790140775946,-0.1533259351931706,-0.10650988810542555,0.24464140269797666,0.1545015840501144,0.16577850361276678,0.08320249702222046,-0.05259451865188337,0.0641859701593224,1.0,0.21686749377244546,-0.02846929446525425,-0.0649108345400993,-0.1324284477186846,0.03216759029726536,0.30170006703332397,0.23339627631257456,0.1589710067266473,0.11624234475079602,0.10447106191467252,0.017497499419993588,0.015794644128698625,0.13279651295702755,-0.011601029981116324,-0.050658922072344674,0.016629765096185852,0.0321299692291613,0.046171333805574456,0.059296005330896864,0.0047241366047849264,-0.2648771730445994,-0.07455296902049857,-0.05307644483502417,-0.007842184166337446
Конформизм,0.04655184899620069,-0.008100867325286254,0.004806044518423094,-0.004465313800907113,0.15842596638009668,0.13090735615528545,0.11081079574280413,0.10037909992338011,0.14705522338032956,0.06890766430540737,0.008088087175258532,0.035763023616088595,-0.12997126598532546,-0.060503563979637326,0.06979361652815118,0.08249192696213996,0.03787982526674074,0.003305108224456836,0.019462955210824945,-0.12809019813229797,-0.06001505306297325,0.21686749377244546,1.0,0.15127457931797358,-0.21176514618496778,-0.2867010258182104,-0.06909813633388778,0.08952668975134419,0.04607431075120766,0.0479612359167772,0.010833138023111574,0.010689557032064888,-0.032153353809320835,-0.03897841475365022,0.13322087687233286,-0.02567493374974982,-0.02608232898849828,-0.053180814044920054,-0.12437432457796636,0.02887063261598783,-0.017886586736997914,-0.021563993241073276,-0.2734622487206471,-0.2255905637064717,-0.007021469529413064,0.09512337689809512
Традиция,-0.034001355343155175,0.12100787098260996,0.13298874457664817,0.00962905511995697,0.05257420481382041,0.03195055201138601,0.10348708190531257,-0.020591426778670076,-0.03038456690528883,-0.07325585470829227,0.02694914772714242,0.15514335594243664,-0.03602280690672094,0.10100351529691828,0.07747752891321034,-0.12248027229993393,-0.1596429682327013,-0.03067519573121949,0.01573880444451201,0.07142448697874754,0.008493001468141102,-0.02846929446525425,0.15127457931797358,1.0,0.13604449434689353,0.11228280962484519,0.10397113580577727,-0.015710970472160427,-0.05354281323221082,0.19767361978571177,0.25894312042661455,-0.10084850264909792,-0.23075844153322575,0.0780902554575518,-0.16905943524070977,-0.02097545798932833,-0.03625117065799205,-0.07537869951003519,-0.07561408659662364,0.0626665565605875,-0.1193285538716097,-0.046281880232421475,-0.005497867584535687,-0.08739649797901829,0.06790571751787393,0.194893109256198
Самостьятельность,-0.1607060089092594,0.013228361452751788,-0.00993270112917183,-0.20164759315052988,-0.17402524309162096,-0.22649277799261153,0.04013021784049736,-0.0568003785560622,-0.10365079736511598,-0.05744106385317573,0.012006810934218013,0.025085218651633146,0.10893059255091513,0.022658601864003407,0.08086359964222593,-0.10960818678874946,-0.02571290760469512,0.15656041529865217,0.1440198271341989,0.3751122707409704,0.14342808474693952,-0.0649108345400993,-0.21176514618496778,0.13604449434689353,1.0,0.32770533210587166,0.310153615342399,0.18159931880109575,0.10646989650618836,0.2939358961966245,0.2640380339573145,-0.06248303609080625,-0.07231372957066927,0.10133962730696629,-0.11063943006114574,0.052864405417301655,-0.05672606849310763,-0.1473644644541282,-0.11409200846908689,-0.021621044222583926,-0.08961549305498397,-0.07844004284208053,0.29945441086760555,0.16229306981539274,-0.05809659229466886,0.060372997420810814
Риск-новизна,-0.10893777733763679,-0.01427253708346834,0.023814966839990695,-0.10237228277243285,-0.14663845686515858,-0.21366334160695047,-0.016711462908918645,-0.03364762443456525,-0.09404332349451568,-0.14600018576199608,-0.07184385253893107,0.004430333605161875,-0.0329437312150417,0.1474812860506478,0.053729044877528505,-0.014074690284456057,-0.044200921649006394,0.019057466328809003,-0.0014837393625312418,0.20471761949239925,0.061559166602608996,-0.1324284477186846,-0.2867010258182104,0.11228280962484519,0.32770533210587166,1.0,0.3599065332224748,0.144177695473602,0.08014075060703557,0.16866056261404147,0.22798419701156267,0.058854461588702764,0.036822163049112254,-0.11519174966122099,0.040182289597720564,-0.1369844307548536,-0.07402125168185089,-0.14015257778613244,0.0017863799349957387,-0.00783065752429316,-0.0679510615778045,-0.06908925622140173,0.3147340316800706,0.2724473946690889,0.05115997307347558,0.07409092402141346
Гедонизм,-0.1277246788107453,-0.11580402655174571,-0.15438144934802292,-0.11999906101102137,-0.08765982823632015,-0.21336098679205634,-0.04339377406011967,0.15768754097489915,0.07691956236754335,-0.3041097774425387,-0.0015094168531291463,-0.12464022122372513,-0.08993547127752628,0.015089296015297253,-0.006593926628138138,0.10414346870198905,0.02955388954799401,0.06146758757036474,-0.07000685092387422,0.15241629990848776,0.17720866171525648,0.03216759029726536,-0.06909813633388778,0.10397113580577727,0.310153615342399,0.3599065332224748,1.0,0.34083647521380317,0.2646931254213704,0.24135525520063494,0.19426200421599585,0.03830225194060534,-0.11088980442282209,0.025479495293963973,-0.03064508895207065,-0.041115122803526596,-0.09169786052130059,-0.14042095540481453,-0.13018351119375263,-0.041957576314700984,-0.1138603628500518,-0.09555831658189023,0.16717767344266665,0.15646962026895675,0.018748738613782002,0.11789503144127306
Достижение,-0.1538685601020993,-0.14835153653116342,-0.13689117240922985,-0.17261102174012985,-0.005342173039633602,-0.009178171662547951,-0.05501068194204951,0.14187461386768999,0.08192810160106807,-0.15393770169944823,-0.1323539847861141,-0.08255666440015266,-0.1085289084282227,0.02427172848093486,-0.07548357517727106,0.12270635635389296,0.1835002276176286,0.24522219077845672,0.08443231895152485,0.11643025701514324,0.12245230694092368,0.30170006703332397,0.08952668975134419,-0.015710970472160427,0.18159931880109575,0.144177695473602,0.34083647521380317,1.0,0.41078104403287163,0.2021526841416332,0.0357477534268946,-0.05601518307228665,-0.01738100165100369,-0.09309093788726226,0.09309346259322891,-0.08241256386168358,0.051498750962339086,-0.1123885003676068,0.013720918245779899,0.07633929888231823,-0.12461010705822105,0.020530490139442838,0.017100885848831047,0.022972658919675842,0.08301116464564254,0.016823802271189982
Власть-Богатство,-0.23181206701083934,-0.2700249355945728,-0.21711080040999106,-0.15019922299266145,-0.12807686497792894,-0.0486590426554166,-0.20860118612997974,0.21989418247617612,0.1731786839621032,-0.1641326745174278,-0.047082350487010184,-0.2864182194932505,-0.05036668011525474,-0.012848176142396405,0.07423711155240881,0.2592424085012182,0.05779955704861644,0.10948908024129268,-0.09022737994256606,-0.01745865230950306,-0.09552867254992571,0.23339627631257456,0.04607431075120766,-0.05354281323221082,0.10646989650618836,0.08014075060703557,0.2646931254213704,0.41078104403287163,1.0,0.054828751698815556,-0.0912258285939793,0.07639532018681951,-0.004291819416455994,-0.06468378737203728,0.07574381569566675,-0.11302328558766755,-0.12907120883910334,-0.20611595392813284,-0.1482701536524807,-0.117130459946076,-0.20502621004117685,-0.1925146302989193,-0.04476998419857678,-0.00609549727299901,-0.017729051315248424,-0.0625539921572718
Благожелательность,-0.011576130762147066,0.0169019257884101,0.03621772918019828,-0.04501380609149176,0.028951438725103414,-0.004125923267119734,0.04672265214400835,0.06565086880347518,0.04572704547353041,-0.09951139677859613,-0.0885211051481997,-0.0226796990929968,-0.1106936738068278,0.009060050150959207,-0.03048572016164731,0.07913858030713458,0.012680289000881365,0.13422240432968283,0.07279878201424346,0.0728057973077293,0.23962666256902962,0.1589710067266473,0.0479612359167772,0.19767361978571177,0.2939358961966245,0.16866056261404147,0.24135525520063494,0.2021526841416332,0.054828751698815556,1.0,0.3838598105261431,-0.07776723562460404,-0.07379443903012861,0.12528583596327908,-0.07012520117217048,0.10601806916137645,-0.06004974078594033,0.02848178893081464,0.03058167005855416,0.12614660447114273,0.22214735565141575,0.10218048290667721,0.21352484875321218,0.13870663196429903,0.008741827343456101,0.16522504818863515
