,Пол,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ГЧС,ПФ,ВСУ,ППВВ,ООО,ММО,ОЭ,СЧЗ,ДЗП,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,E',E,e,I',I,i,M',M,m,E||,I||,i||,OD,ED,NP,сложные,GCR,F1 (ОПС),F2 (ОПС),F1 (ША),F2 (ША)
ППВВ,0.16074878663993128,0.17010543907496795,0.3731065096676467,0.23087421833240268,-0.021888530877464674,-0.18431223928014392,0.0355220760354752,0.39795527668751657,0.4475503816191672,0.35267294178913106,1.0,0.3692979265561554,0.2779622779961089,0.11884004915467046,0.3205592539433022,0.1045692690673068,-0.34035613978583495,-0.3251594647827102,0.11763376959621072,0.11545112089519564,0.11115774965453482,-0.02188853087746469,0.06484632723174953,-0.04456341524301106,-0.0015297642524130409,-0.19779407146941508,-0.08614501122113023,-0.14532639382576815,-0.007359070983581544,-0.07329873507830285,-0.07585511665005915,-0.10160198709711958,0.14734135142723515,0.1391434509313797,0.012957518729684845,-0.0934680298120176,-0.3317816410794145,-0.43190832499995435,0.05601393205005111,0.09795549729292181,0.0993283161122563,-0.12074003044667447,0.1853901630633379,-0.1298335752315362,0.10454674056246052,0.043560680655875136,-0.003236001944516674,0.17375318338831103,-0.03489481785827137,0.015352383294134957,0.05562129552405439,0.22112417550607227,0.05986102592025158,-0.046121655512682457,-0.09512384647569545,-0.008323351297408882,-0.0052083751341572325,-0.23014525340760428,-0.01524977391335306,-0.13695440538976106,0.15070286746925324,0.0075972770236135195,-0.17949823439988125,-0.07392708236812028,0.041150514970457214,-0.04388700074577923,0.1058344643805236,-0.07134432965916274,0.06694638610042826,0.17464347879539252,0.019406414255941785,-0.04246881686702475
ООО,0.059851404505631714,0.25921836912285495,0.2134733781147176,0.20634383762460975,-0.002572100554864483,-0.05615129556716897,0.03065616664617577,0.12914915549628034,0.08781587211662614,0.226170318252182,0.3692979265561554,1.0,0.37551291994157376,0.20657337521189353,0.42475050897806316,0.26357250012757977,-0.3665633083077711,-0.35661902337701235,0.16999620158139137,-0.06565541209542207,0.32509971191377945,0.03429467406485927,0.09020133738981088,0.06562234781370008,-0.2738121836869541,-0.09493177718359609,0.13497091690077478,0.12279296304823936,0.24455341221295182,-0.02788108905541829,-0.14054775686897394,-0.07219544390703903,0.128150838850904,-0.036569118037879975,-0.07074006526066827,-0.14234035214010138,-0.11713348855728761,-0.3625224189005694,0.06598396368718103,0.06960435334239395,-0.10695774785752026,-0.089507307253927,0.1969507740171968,-0.1464635576741278,0.07196344770644825,0.23481680428367183,0.15332064126511236,0.21036708113613295,0.19165600745645958,0.12370587676382323,0.2501111558239023,-0.010863755255194297,0.044616844228584744,0.07445921157165625,-0.09080562435322702,-0.11675785601615585,0.10083864628292823,-0.08475344610981345,-0.013434017970724717,0.013951790718260007,0.026376680288240525,-0.10330775576507215,-0.10795713548147617,-0.16247785231701373,0.032239066107258255,0.10512758974322496,0.009399296997902663,-0.026264640168273415,0.019531381638474996,0.00392903465988705,0.17180305812719135,0.014724150272947253
ММО,-0.19221991404063735,0.23515878190912365,0.2386991551366971,0.3714584681409061,-0.06597861245817385,0.037935753651918216,0.2123714469133656,0.41780776723420215,0.4053224692352365,0.2696209618449644,0.2779622779961089,0.37551291994157376,1.0,0.23263832824452682,0.4390725429665531,0.3655312905435267,-0.2242159691361984,-0.16940490522068913,0.3054208077629371,0.2142678212391356,0.34812698518366775,0.03909843701225102,0.14535490412949192,-0.17372238715120739,-0.1010586152503838,0.0808737255429728,0.06197812256242932,-0.07262327942049791,0.041407244325014574,0.10109866861576902,-0.10358971292927474,0.1356890564483454,0.0511756033106174,0.038751686405345744,-0.17611932399175576,-0.05024675641680174,-0.16753404029753324,-0.3803909840695748,0.08142336786940009,0.14735127820219043,0.007527139276319832,0.03319953207239574,0.10298069004662141,0.014569051446218015,0.1408415036337764,0.040642776650098626,0.10520174533944551,0.2902310475979657,0.22588833021540006,0.2673764811853474,0.1854601708670131,0.20781353960711038,0.16695501394305132,0.036154255921813296,-0.23749602322406294,-0.06358169551301973,-0.08994130746352688,-0.14743364942011797,0.030213095309878934,-0.19048247580301794,0.38490378607871767,-0.23336925010924592,-0.27853084354989,-0.034251038117411606,0.1359420424528679,-0.0971926698491011,0.11994949558163805,-0.21331795624148825,0.04295371092693029,0.08741025849743098,0.19769341753963682,0.09082134244345905
ОЭ,0.09098532532013286,0.23046058027388533,0.19290777458257527,0.3414909052046623,-0.11559565757064477,0.09479037732674749,0.10667305475035693,0.04464797795791281,0.1378112079974823,-0.06739985197250703,0.11884004915467046,0.20657337521189353,0.23263832824452682,1.0,0.3511239763355458,0.25066247260402763,-0.22179273470262892,-0.149507609557288,0.2018936609149807,0.17887757507964913,0.5253077701108805,0.14406324488281871,0.08621972138738655,-0.05261529377083462,-0.3865788856425661,0.15195920326210058,0.03168742994841305,0.07691205557637122,0.20058482997718813,0.2146056748301183,0.08243894798344943,0.09395912380719353,0.15905101457368534,0.08066516511022138,-0.16872599269080354,-0.03153427224988287,0.011270367303175856,-0.2942381717923123,0.0778375849119869,0.20401091458049017,-0.15079714714805742,0.09746142483039791,-0.08862790962868766,0.09289145706980616,-0.1076454304951659,0.22715362041040016,0.13426869201271321,0.1139982633360128,0.17798092332007343,-0.015558595064286642,0.1261677791537368,0.13708067576177685,0.07648874230674516,0.16266970039143666,0.04548885204214035,-0.0600807878745777,0.07455903338090274,-0.264607776070446,-0.05437100701053645,0.031233971695582775,0.2364246637454404,-0.13281498605999806,-0.19585852357578737,-0.2109610066483954,-0.0538713705157651,0.14248208478966243,-0.016743797254046625,-0.028533810368279993,0.04840172951430795,0.07741810011234859,0.10842305086280112,0.15537577321219506
СЧЗ,0.1084684151213543,0.20359906338655853,0.36569813978508187,0.4720053802686655,-0.19166449744371145,-0.18596490587501158,0.13563607147239407,-0.005552175858304675,0.24416980500165694,0.17846429568078026,0.3205592539433022,0.42475050897806316,0.4390725429665531,0.3511239763355458,1.0,0.026637781745116728,-0.6014726022049502,-0.5813079998418963,0.30226832569386636,0.042491037278814904,0.44524371846983735,0.04871472643360999,0.45467122625687645,0.03024390641970709,-0.23035298404526489,-0.08221338084938618,0.011524321936345594,0.03029843997803191,0.1202859287032446,-0.011686541134383804,-0.12328268801638476,-0.162270166896809,0.14396215351111202,0.007205557239357552,0.0032357418622160294,-0.015204610374858363,-0.12728921619296432,-0.32942049864187983,-0.03461616659730298,0.09584097621595174,-0.3013401914271668,-0.0890828246387634,0.17619269644097504,-0.14662750873964667,0.03977172740347066,0.025886008173977373,0.10975358338083638,0.18959813486042942,0.17206381200204937,0.14819466405925857,0.12248197244963303,0.2798891201977136,0.0703372360371235,0.1888267169261691,0.11640014243661347,-0.17031809062493222,0.011917263915219248,-0.2676020528130921,0.1142863763981904,-0.09554291465002342,0.31079578563772,-0.11948522186434885,-0.18796452887387138,-0.04887636629875827,-0.0602971644284891,0.055532306280900334,0.15227064631850964,-0.02606683165782031,0.021224794809310395,0.12229613477335559,0.3415233974482295,0.13704203129808842
ДЗП,-0.12469469206176297,0.3446932647442717,0.15898874446797945,0.16546696518369006,0.1911200305627543,0.2987004806919603,0.13374078950576404,0.2868863700099667,0.0896435043944432,0.0626438984294502,0.1045692690673068,0.26357250012757977,0.3655312905435267,0.25066247260402763,0.026637781745116728,1.0,-0.010456657213255486,0.0,0.07664043654431398,0.03347868184972191,0.1762190296488003,0.12886123272791764,0.01142456904674472,-0.023953237410961562,-0.13458349758137722,0.231530927715544,0.13960850544415207,0.058364806306441926,0.11449221857833373,0.23267448833425242,0.1686995440526404,0.06493571552576806,0.10315377724617392,0.11282369907920946,-0.07546393794000536,0.027014890608126934,-0.022969656957621532,-0.23604098652640187,0.1639436892697966,0.23956062328633365,-0.011149690746954093,0.017600302986038322,0.018943090649750565,0.05417178898549688,0.035243217196397024,0.27236245814402116,0.30806728831337327,0.3401810738040884,0.21246499506377195,0.1778622968705866,0.38975294004107963,-0.1059844960006165,0.31323429297922417,-0.05882069101660564,0.01651642730455633,-0.14072194860686213,-0.21846870435976476,0.09814221884484203,0.022609105953471903,0.06782149085218799,0.281107769941786,-0.16349848763963748,-0.11904806157105811,0.00041370208129466106,0.32697533108569865,-0.2468990151060445,-0.10721217644169954,-0.07306074219224624,0.006413485127533338,-0.0660751421014137,0.08699696660122339,-0.09934758647995631
ОШКМ,-0.2775433745573725,-0.2633045589669308,-0.5109437003745487,-0.3031310547351153,0.16420665043046415,0.18650974886994848,-0.0925496749962454,0.06644379101746792,-0.0664095397025926,0.029926234000960734,-0.34035613978583495,-0.3665633083077711,-0.2242159691361984,-0.22179273470262892,-0.6014726022049502,-0.010456657213255486,1.0,0.8131099473454159,-0.36329827673751125,0.1231280270112218,-0.5262694762494562,-0.09730764469953448,-0.4524602439941916,0.02528340989260584,0.41722413455091895,0.3001272621965353,-0.03989231559721696,-0.11454432619796542,-0.10305377213679423,0.018364763501421074,0.32189322925635516,0.12961994051891326,0.026043849648525658,0.0057011619680081066,0.04384299910401393,0.125053426539228,0.15664241602926393,0.29144245806394686,0.0837737382109281,0.10580103391626645,0.3552662942342712,0.024228832797842853,-0.09165426202487087,0.1182918455549107,-0.016043417758608233,-0.09208026730191,0.01654386439230903,-0.0904685685630815,-0.036949872241939755,0.08322388426920806,0.04052480729647197,-0.18040504173671124,0.025440882364229263,-0.0434569778090179,-0.1376850316969865,0.10949174980720512,-0.026462167921359955,0.13377205299297712,0.03761670917910055,0.15076178569890827,-0.13368773506401227,0.059471746596780097,0.06341413575656861,0.04559253006382171,0.04327691511403996,0.01535134060001167,-0.11650441468521111,0.1117013745967223,0.029688378268507426,0.1058418803181136,-0.3077652693850742,0.027325267081288553
ШЭС,-0.221484217196222,-0.15721761608738632,-0.48711462034055164,-0.29449411673505277,0.0364865639632619,0.26551163062123523,0.05435917848782633,0.11274134948165254,0.027889099943634192,0.12261178941945679,-0.3251594647827102,-0.35661902337701235,-0.16940490522068913,-0.149507609557288,-0.5813079998418963,0.0,0.8131099473454159,1.0,-0.20669856019143962,0.14514633559890425,-0.4396753554141599,-0.036486563963261914,-0.4724500348437818,0.0,0.3141604925339005,0.33388162547282735,-0.04786578992184595,-0.1384276357476387,-0.10304303251362955,0.03955075307075388,0.32185968354609285,0.2671641795370014,-0.02996514224276852,-0.11971192439571869,-0.16127422445187595,-0.027786754277536335,0.08171796090309916,0.274270198346977,0.0,0.0,0.3090695348642674,0.10435947983821518,-0.20099623165981312,0.21309339420523193,-0.04083353479773341,0.0,0.030207386623206132,-1.2270698075881227e-17,-0.025648477774464003,0.058494374395515455,0.11538064611732773,-0.10704410554231591,0.0028395568189392914,-0.09499794092549156,-0.16684167061269314,0.08154264105457669,-0.01630076384392036,0.19224633396515062,-0.14933391060135484,0.13747152094904372,-0.13560828014715245,0.08721842121712528,0.04558871508213301,0.12206773840588328,-0.012588462330199326,-0.01405295181566502,-0.23022190226160494,0.1930490205188738,-0.09235421791673197,1.2375738067768988e-17,-0.2557478773014276,0.0
ШЭМ,0.13857242191154118,0.09100322927224855,0.22191872763941597,0.29726338047054224,-0.043233349733799706,0.03580019658060264,0.18101660488763255,0.115738332483799,0.16124225384350077,0.12148758393382482,0.11763376959621072,0.16999620158139137,0.3054208077629371,0.2018936609149807,0.30226832569386636,0.07664043654431398,-0.36329827673751125,-0.20669856019143962,1.0,0.11305085578857277,0.35749759237678796,0.21318513834252997,0.1197441594329798,-0.11083669612829393,-0.14907599420195386,-0.13403338932135475,0.12419007154748334,0.16897351447376685,-0.023156303998297312,0.06989221280086474,-0.09260404651406144,0.008869303579324637,-0.11417029039064894,-0.15896762827574057,-0.24847930358485099,-0.3258424322501359,-0.11435785970927388,-0.19050898516747763,-0.1951798872940898,-0.036835011252708584,0.053383173488116886,0.11512869754910468,-0.05317599311692247,0.030201666602184898,0.007924986077385456,0.12189387342688525,-0.1030593861140719,0.14987234427107465,-0.14697801797703125,0.06243934250178097,-0.07837590022836079,0.1157652982184047,0.2312668907538411,-0.037360349678230646,-0.06447258024322028,-0.13587951955641459,-0.10578638734977164,-0.056328990232241374,-0.07791730423020347,-0.07910098088275927,0.1619676288045872,-0.152985725266113,-0.06083858780547798,-0.11463864938088761,0.13873844601915714,-0.15681953714159014,-0.06707539458444119,-0.018297980497986085,-0.25313913447147873,-0.166527009930135,0.05898815992997692,-0.07743300014925071
ШПС,-0.01509256115355321,0.06991807312058189,0.08106169945215734,0.09947415358542575,0.032452727761552724,-0.1432181123470053,0.08266188421942966,0.21349303470885156,0.18804375158814604,0.27264056889496247,0.11545112089519564,-0.06565541209542207,0.2142678212391356,0.17887757507964913,0.042491037278814904,0.03347868184972191,0.1231280270112218,0.14514633559890425,0.11305085578857277,1.0,-0.003364010957381988,0.4375883936880345,0.05803406880947207,0.15900044350923365,-0.0512147960346936,0.17482838030910658,-0.22660303420472858,-0.38227868711302404,-0.11924475703748169,-0.11177573485902127,-0.057716919472641855,0.18301140508725608,-0.021063909205430522,0.04293425895494744,-0.12994816854768712,0.024714740824979365,-0.18561643471884165,-0.16328762329204133,-0.11575825864087912,0.022170865217403354,0.2748998092678472,0.013474137213832995,0.08160201843347094,0.05693676904670027,0.17515184463185116,-0.0499465451132137,-0.03380137033533062,-0.04637794074673621,-0.09235530927233718,0.04489463375530079,-0.05958844026496504,0.04187405147555782,0.012645178095972627,0.13202047000069275,-0.2726974355878356,-0.11778824830967222,0.06686006439101512,-0.027811934961873872,-0.017042001063514795,-0.10284813160289823,0.01551777826154373,-0.16397450157644167,0.10421523328383395,0.004161897608863008,-0.07652083900356905,0.034497732220219436,0.04155718026450353,0.0921769729394771,-0.07551933222195993,0.24267002191826353,0.009932073424892067,0.03903766609654162
ШКМ,0.12704843307898794,0.13299808780955102,0.4431208156749623,0.3394084027662259,-0.12008054123978366,-0.028306925853614967,0.022677580413106926,0.018290795520877225,0.05106377474683281,-0.12290503312366698,0.11115774965453482,0.32509971191377945,0.34812698518366775,0.5253077701108805,0.44524371846983735,0.1762190296488003,-0.5262694762494562,-0.4396753554141599,0.35749759237678796,-0.003364010957381988,1.0,0.0980939632663022,0.34628824173414163,-0.09641268390465907,-0.6010298729266673,-0.12845527195673684,0.09984333190692297,0.23741373858194736,0.2579251623195383,0.11733188624899324,-0.2710336095214595,-0.05340582870513809,0.2590457676918724,0.0624268262373495,0.08160867620353127,-0.11914089951146825,-0.06628830150311736,-0.3535899969317236,-0.07181381270046702,0.17983872804282908,-0.2051282112444885,0.25880163111954313,-0.15978402648389894,0.037658339009859786,-0.14006512649713138,0.20018996023518215,0.05320813933953766,0.18315400005117877,0.07787251775379483,0.062362462804106615,0.09158932707524432,-0.07329416210892149,0.07920898169415638,0.09598456742700943,0.16711485105180782,-0.07780016016961369,-0.06647765950750778,-0.12454762663990743,-0.04406035101896945,-0.06850744508854764,0.1658176783873813,-0.08917525952455832,-0.1103608873212223,-0.11921650936789259,0.03454631547853923,0.005444511601303454,-0.04131949475189316,-0.14173554747585707,0.05279812813629169,-0.03875283363544163,0.21203562497774572,0.1548258617583915
ШНО,-0.00638978451064704,0.07408315340157322,-0.007026589739358775,-0.02780544607762958,0.1400000000000002,0.09191962079557855,-0.05018411747582454,0.17319935449584783,0.12149401210088863,0.14945222051106444,-0.02188853087746469,0.03429467406485927,0.03909843701225102,0.14406324488281871,0.04871472643360999,0.12886123272791764,-0.09730764469953448,-0.036486563963261914,0.21318513834252997,0.4375883936880345,0.0980939632663022,1.0,0.08433629643530782,0.18127753573763736,-0.40208894616740953,0.22443566324564534,-0.1615676916748367,0.027955307234080497,0.025764051146906008,-0.0034230988449894563,0.01934500163035803,-0.11657811812490983,0.038037542287141526,0.1959957734837615,-0.06203647702543265,-0.06573476293333069,-0.14616811247627584,-0.12956967139592004,-0.027935092175209064,0.19227757114607172,0.10537808300192268,0.06021508857388493,-0.02319483751964951,0.008453102073906529,-0.016492573965580074,0.15411577412864325,-0.06361791658328023,-0.03587195044987705,0.09989385921375146,-0.0936592146263089,0.01997227995895809,-0.005725198421900377,0.03269197517697255,-0.022311669650321102,-0.1333629794480654,-0.1270681773336235,0.09520344647456758,0.09152496618950498,-0.13298210287372558,-0.18782532876736338,0.009045307331553268,-0.047626110838431254,0.010528974202067685,0.03665455092622783,-0.08389313693407635,0.025591203917036762,0.014621886676346316,0.08755571723581553,-0.18473204726186335,0.028139239783683555,0.048261597520908674,0.12981472953370154
ШЛСМ,0.2333492252072167,-0.0024471258902620694,0.2627178061332797,0.2628429314779853,-0.24534195326634992,-0.37132717749030597,-0.022845031121569225,-0.18820694050505718,-0.05144082843167693,-0.12238120184693198,0.06484632723174953,0.09020133738981088,0.14535490412949192,0.08621972138738655,0.45467122625687645,0.01142456904674472,-0.4524602439941916,-0.4724500348437818,0.1197441594329798,0.05803406880947207,0.34628824173414163,0.08433629643530782,1.0,0.17013783571669083,-0.21171370762142344,-0.02143737362283341,0.04358491482318051,-0.06544767050479412,0.05052243690588934,-0.018930190410557733,-0.21166468194902993,-0.21442099154384867,0.1451713143374743,0.11739053091950308,0.28209135176684785,0.12002063304858297,0.053104228788011146,-0.056832053223883724,-0.024868278932269637,0.012779390452558574,-0.30110818640607523,0.07979755307105692,0.1105160084223457,-0.1315336088463816,0.12060182127655393,-0.08159803934935685,-0.05360102696097076,-0.05967427427435492,0.08892715796202176,0.06931009773459135,-0.06330633812858319,-0.11638822383125233,-0.19575034585076947,0.0460581878070827,0.1335389508039097,0.014146210319143579,0.05855975370704905,-0.019107927528201365,0.16302784374362958,-0.05876178150862555,-0.024069117507104706,0.12673073629879103,0.0633792580089545,-0.05853344621259098,-0.1307186417292799,0.05762679099698677,0.1172031327899685,-0.0476300045390492,0.2404240819987211,0.10898382929245963,0.430522230306918,0.13987942759299932
ШВ,-0.028656462773056782,-0.23144001657859448,-0.13389252788038453,-0.1511794306470663,-0.25177435519116287,-0.13924373625225836,-0.11753250958076811,-0.23728025150025728,-0.03784807375231721,-0.02326716395938362,-0.04456341524301106,0.06562234781370008,-0.17372238715120739,-0.05261529377083462,0.03024390641970709,-0.023953237410961562,0.02528340989260584,0.0,-0.11083669612829393,0.15900044350923365,-0.09641268390465907,0.18127753573763736,0.17013783571669083,1.0,-0.09426881679086033,0.1355484325683513,-0.0440395114776056,-0.028656462773056737,0.12403787005560661,-0.010461883234607875,-0.12215402881631768,-0.06452452246611008,0.08167553068911845,0.09086750910321628,0.13385323859333056,0.0830880265272817,-0.02913442762901049,0.11828703986502524,-0.05345338262910374,0.22143349423661468,0.11826925855402058,-0.14282562807348956,0.08483620929143224,-0.07076512127376129,-0.0032873223473709064,-0.08099920492043566,-0.25916673469889817,-0.21895030093745074,-0.024483131364174866,-0.11268242565813727,-0.11013829127069645,-0.15134248935701436,-0.1783621670615554,0.191619851422261,0.13269720578636224,0.11774406687833347,0.19595693107188158,-0.1369225359123398,0.10835680282294183,0.025953352544756832,-0.08080164239354629,0.21368870962755332,0.008606728043895118,-0.0229552402235214,-0.13972341289907422,0.1869859805432897,0.06253361616273412,0.011256274357831525,0.008851212435571692,0.09518852834937301,0.053032956799019496,-0.009620500424306849
ШСЖ,-0.11566284511055192,-0.30651311486003985,-0.2277041026956309,-0.06136480035461103,-0.012359291378096616,-0.08933860437930131,-0.03744053704040224,-0.008910880481964057,-0.011336431004792806,0.13428988895293142,-0.0015297642524130409,-0.2738121836869541,-0.1010586152503838,-0.3865788856425661,-0.23035298404526489,-0.13458349758137722,0.41722413455091895,0.3141604925339005,-0.14907599420195386,-0.0512147960346936,-0.6010298729266673,-0.40208894616740953,-0.21171370762142344,-0.09426881679086033,1.0,0.07879127985539473,-0.0951211841247674,-0.250081827266059,-0.32577369401721473,-0.037958848781455536,0.3143562049926729,0.17194614142411446,-0.15529889976546,-0.146658250585438,-0.01365732282837223,0.07153391879109558,0.2174478059875131,0.32207076858541295,0.03498613831189593,-0.16577500373785214,0.33184444168207416,0.0005891708614919847,-0.05877965450792994,0.1368455711228574,0.00876011741961473,-0.2781805045687849,-0.11391973622880387,-0.12947517171020934,-0.18737222996969174,-0.129782460935301,-0.08663511609536745,0.17983776259134768,-0.04774769934177694,-0.01775110016962028,-0.1125248047989294,0.19089387655949175,-0.11963467001945846,0.07377305026365012,0.12651608867582612,0.06116926799465532,-0.021388184997778243,-0.06229758521840695,0.1379199584107697,0.13045405630158546,0.08551720848970668,-0.14250035748404402,-0.029904733401211744,0.24670007053537238,0.04901104275698649,0.059470561883239084,-0.13084592136015014,-0.19554424948599863
ШЛ,-0.12059789350210115,-0.08162720842148234,-0.44366302954377923,-0.09930319979914722,-0.06550053691289208,0.10724522417236602,0.009328014704435231,0.08929095424044867,-0.08540739357994928,0.11086533843732792,-0.19779407146941508,-0.09493177718359609,0.0808737255429728,0.15195920326210058,-0.08221338084938618,0.231530927715544,0.3001272621965353,0.33388162547282735,-0.13403338932135475,0.17482838030910658,-0.12845527195673684,0.22443566324564534,-0.02143737362283341,0.1355484325683513,0.07879127985539473,1.0,0.013900195107264854,-0.002740861215956862,0.02811007802288545,0.1654958105634892,0.15577974742009956,0.03173903537531402,-0.09848921493314639,0.07663940701457768,-0.057123205839605055,0.10783460104795292,0.27937675602352857,0.030773049205560236,0.14144789689055923,0.0790498013876234,0.01928589695500997,0.12948896044997096,-0.17537284994174449,0.12552239036575216,-0.09109125095523887,0.061392969510850805,-0.004784839615806122,0.009118261494487787,0.1493045935127028,-0.05366262214918948,0.14773305740471548,-0.07443824727101625,-0.06120977398376554,0.11062346616334023,-0.09996247112143776,-0.04318809434789175,0.05575117845529189,0.05264288611309825,0.10327827608982364,0.05225199959573751,0.02977744014698504,-0.04778260585100151,-0.03298220359548796,0.030460470835055566,-0.1217521703634554,0.07593900749983461,-0.18466973891986602,-0.05280350230305094,0.06054729334448574,0.14750890712734493,0.12151376942941494,0.11848292943517756
Директивный стиль,0.06496511005773269,0.035701638564303924,-0.027654010007886313,-0.022291654876521957,-0.10218811268323001,0.1024989493024881,0.06789261186038967,0.08533926860139675,-0.11188607934039378,0.03944453568815748,-0.08614501122113023,0.13497091690077478,0.06197812256242932,0.03168742994841305,0.011524321936345594,0.13960850544415207,-0.03989231559721696,-0.04786578992184595,0.12419007154748334,-0.22660303420472858,0.09984333190692297,-0.1615676916748367,0.04358491482318051,-0.0440395114776056,-0.0951211841247674,0.013900195107264854,1.0,0.4479449120916267,0.26909362793833547,0.6301915053987448,-0.05481693961698037,-0.18706203269057423,-0.09413044847619091,-0.007928867361483467,0.14954322364657224,0.14828343060613258,0.26701257956182245,-0.11937466142085265,0.10016937641108073,0.07555135109587058,-0.13398918650635624,-0.017773792733912528,0.07226819576992417,0.03326822513062075,0.06799944139531307,0.08751098075029724,0.09374814830413711,0.12862928408026564,0.14269692733814376,0.15497007113239067,0.17249072759434383,-0.3353647158693333,0.19444579893485858,0.040956158447112395,0.07527395468366485,0.09878510417350052,-0.22275758791584555,0.06788350685040216,0.11414963409527806,0.03768559713159913,-0.0617115452787551,-0.0704012409242229,0.07766247596336363,-0.17237501121311047,0.21135366633359118,-0.08420223349094168,-0.18331083159014364,0.026559632016571057,0.12466798778338645,0.020039652237579232,0.018590293606566746,0.06977363081826457
Аналитический стиль,0.15303030303030324,-0.0630965916428562,-0.07531004102929434,-0.12160888248888997,-0.014976057446828953,0.17291544178715126,-0.045367619906663235,-0.010797533120403876,-0.14499778608948627,-0.05368160411350449,-0.14532639382576815,0.12279296304823936,-0.07262327942049791,0.07691205557637122,0.03029843997803191,0.058364806306441926,-0.11454432619796542,-0.1384276357476387,0.16897351447376685,-0.38227868711302404,0.23741373858194736,0.027955307234080497,-0.06544767050479412,-0.028656462773056737,-0.250081827266059,-0.002740861215956862,0.4479449120916267,1.0,0.33271617165679584,0.39610389610389596,0.06532036640418427,-0.06670899129453207,0.07625574419416702,0.0687907395740591,0.12577174709518651,0.053984544448675606,0.18336001897153445,-0.013133786158348107,0.1183487011194555,0.2916192034335651,-0.3252199303000223,-0.09138084206570322,0.12979955089433087,-0.03790151895623617,0.034637930953823844,-0.0399984873585348,-0.17358241268772093,-0.010585231401293568,0.15019263615253237,0.06642559738619164,-0.07103767785225779,-0.07915705256909157,0.23444492641750653,-0.046631141199107606,0.02339648073208528,0.03546446047617711,-0.29414312552457833,0.12615298844518602,-0.015464231448420318,-0.1392840316886098,0.1250611446423347,-0.09296222517045298,-0.054179961418508095,0.12319404212611088,0.21146258816667532,-0.23498780935996372,-0.16449318328578966,-0.12001063365379555,-0.176057705664199,-0.20665382603883367,-0.108691300106204,0.08928571428571394
Концептуальный стиль,0.0902281143476053,0.024907253374919055,-0.014552301632127344,-0.07634508360783337,-0.2298946102339314,-0.05768745438467743,-0.2435929231429532,-0.14161289592691514,-0.021965461614077666,-0.14152364280892551,-0.007359070983581544,0.24455341221295182,0.041407244325014574,0.20058482997718813,0.1202859287032446,0.11449221857833373,-0.10305377213679423,-0.10304303251362955,-0.023156303998297312,-0.11924475703748169,0.2579251623195383,0.025764051146906008,0.05052243690588934,0.12403787005560661,-0.32577369401721473,0.02811007802288545,0.26909362793833547,0.33271617165679584,1.0,0.3716538995746607,-0.11655023529094183,-0.14783718499594317,0.022786740839767915,0.3430028352532311,0.2168093458438286,0.24677059672278964,0.15535434322046185,-0.0521416174097471,0.05522475697974092,0.1425313164477847,-0.17550891744646266,-0.058102337519612815,0.11627205725341963,-0.05714982822157365,0.042141346821097506,0.12054020224331173,-0.01886899755486854,0.022512728918549153,0.0271665219238077,0.05877919887719775,-0.01253432051958411,-0.15770319289416446,-0.1508860392783341,0.1670780843582186,0.08312286062404366,0.19557449902653393,0.2116814061278093,-0.14881037668221658,0.02183589672667916,-0.09023636791314613,-0.06863792033943324,0.23869086137849066,-0.1512847345876034,-0.2654498929980034,-0.1551047531688157,0.2243314045493438,0.0610304835186627,-0.11731614737751625,0.23577210806115156,0.09082177218076258,0.07702073496065634,-0.05080737838874046
Поведенческий стиль,0.1913419913419913,0.06309659164285637,0.022088406471297624,-0.03139644126219196,-0.05248751562317165,0.17519883897761784,-0.03229919543706243,0.020272919328105356,-0.03314235110616839,-0.06997780536224694,-0.07329873507830285,-0.02788108905541829,0.10109866861576902,0.2146056748301183,-0.011686541134383804,0.23267448833425242,0.018364763501421074,0.03955075307075388,0.06989221280086474,-0.11177573485902127,0.11733188624899324,-0.0034230988449894563,-0.018930190410557733,-0.010461883234607875,-0.037958848781455536,0.1654958105634892,0.6301915053987448,0.39610389610389596,0.3716538995746607,1.0,0.06542521450435136,0.038641607481764116,-0.051071435435724816,0.07206648907758575,0.06850725071517223,0.22158646011126445,0.3386090942679907,-0.0675451859572184,0.21802404641196022,0.22252168824796817,-0.10456243621939254,0.09138084206570309,-0.10277107298413121,0.1811775906149752,-0.09641156818483688,0.18742148362284847,0.08218595866030906,0.224234085602913,0.13435122326060922,0.06631126761444257,0.21649578012116624,-0.16625111478701865,0.18326581584968168,0.09760311627290519,0.04960008767413713,0.062091980716796905,-0.08746159318792708,0.06777148059290719,0.024293928448120294,-0.2483021214391668,0.024549460771932007,-0.03248068778120549,-0.07277100682300355,-0.08672830186159267,0.15637604395852836,-0.10757522790284989,-0.08950050448064419,0.07339311287577358,0.08808902292972894,0.02396617908726589,0.06712227539525961,0.06088194189961411
