,Пол,Physical Aggression,Anger,Hostility,Всесилие,Неуязвимость,Уникальность,ОЭ,ОШКМ,ШЭС,ШЭМ,ШПС,ШКМ,ШНО,ШЛСМ,ШВ,ШСЖ,ШЛ,Директивный стиль,Аналитический стиль,Концептуальный стиль,Поведенческий стиль,Безопасность,Конформизм,Традиция,Самостьятельность,Риск-новизна,Гедонизм,Достижение,Власть-Богатство,Благожелательность,Универсализм,Неув.в прич.,Новизна,Сложность,Нерешенность,Общий ,Политика,Личный опыт,Воспитание,Спорт,СМИ,Общий,F1o,F2o,F1s,F2s
ШЭМ,0.1911796270097774,0.1400494387612418,0.294170642574729,0.23048286976025953,-0.08810600990109838,0.007835738795163135,0.1484644926863457,0.17512761579119868,-0.4826836855624411,-0.22070482817402545,1.0,0.30208755718980634,0.4094774879083575,0.378855609305575,0.19485876995336493,-0.0744008036916292,-0.2297897924514717,-0.07251596986122413,0.09856885116070153,0.26743691609383213,0.051895255963180245,0.06993340615098731,-0.03764300891701369,0.07020424652057518,-0.0920676773901457,-0.07432193230494664,-0.2103118329446311,-0.3740091961918638,-0.23149512722474228,-0.18674550391606387,-0.17225228413589525,0.022154021117179325,0.06253676652619759,0.23641484719736464,-0.04369576870012971,0.032332848692488904,0.13626621586136947,0.2463281757375085,-0.027727766220383424,0.12358616067837296,-0.12996732253806545,-0.02898674779794075,0.06672204842360552,-0.2500095635070855,-0.0922487185043035,0.0686275555794929,0.06793054777765829
ШПС,-0.04753288913191414,0.006054078006881674,0.08888395867609418,0.09305311028281917,0.11908514621520384,-0.11967974804225873,0.02015529728982775,0.08224564949601851,0.1610366464090487,0.12913110434220987,0.30208755718980634,1.0,0.150364895961408,0.6057006662001101,0.20972839895088982,0.11647794473306923,-0.06500047742554663,0.22844545654915346,-0.21250814952080266,-0.296964057372083,-0.05318519509685265,-0.06841480685067423,-0.029649944006341997,0.051362652833273514,0.026891964248810758,0.08254105134880207,-0.0059312710154696335,0.05671811998098198,-0.2301193919737524,-0.02241469298165259,-0.1543497594192257,-0.05047557593522835,0.3185843357421934,0.22673394821730758,-0.03594297673647087,0.07329584381541036,0.16288533486367787,0.07845832011912966,-0.03536486611931404,-0.02962885065227756,-0.19754302273278976,-0.12188653300568678,0.01633544893198899,0.02882841452128861,0.3029063297563853,-0.031881132718572444,0.08900248114350669
ШКМ,0.1450004983281863,0.24028351874331694,0.49424328307200016,0.48663392233161024,-0.016461396516530658,-0.06010175875345741,0.16023922796637255,0.6299772450370442,-0.5936504225257749,-0.48653848261837673,0.4094774879083575,0.150364895961408,1.0,0.4250174578295236,0.4195263057190921,0.03335854641730212,-0.7391234389479544,0.059128377859857126,0.046866852122486445,0.3010151092329653,0.30480169389436357,0.20075226877337518,-0.24296796278579894,0.006462704044732425,0.17669877256507419,0.06452400379850393,0.01966096981871059,-0.13093532212388906,-0.19402200345772314,-0.42617691453098405,-0.05287046451312938,0.16376416404680055,-0.36138940299874517,0.1511165341379959,-0.06747455782257732,0.008691197966779425,0.01304938738074968,0.3537980269321484,0.1631748027314131,0.21808402515542927,0.1825022121406122,0.0585900167055231,0.30560920123905466,0.00751648401817733,0.0003401052049080734,0.30980960128368035,0.3405496755363295
ШНО,0.015024021226933361,0.08410811597707145,0.12229619127327149,0.19430592345710976,0.030523092619609508,-0.07393153062374534,0.024560845905051698,0.21465617429022088,-0.17475200105936733,-0.1197038809514548,0.378855609305575,0.6057006662001101,0.4250174578295236,1.0,0.26927601824784186,0.12726377906626166,-0.5868651146350522,0.3159345729569152,-0.08039134462606518,0.04152284213534796,0.1669036128494744,-0.030491748113115565,-0.03782756095664325,-0.14039594048225734,-0.020926023982633265,0.18074774068926489,0.01762278625438435,-0.046938282979438584,-0.24052673927051252,-0.12429105714541401,-0.19853815998219518,0.06620631666437493,-0.021793775061168107,0.15635695341882216,-0.010895502427787931,-0.046367833564853474,0.08580333234830065,0.23431829224520195,-0.0027165936117849016,0.10444858453958379,0.05164147561807188,-0.14997754908910166,0.1329385170790384,-0.10153251580593617,0.16531110080491734,0.0688882413058576,0.1867153377715658
ШЛСМ,0.16134988337299536,0.05174802325991439,0.2980427249618342,0.3359143728348474,-0.2642907421584117,-0.4288489724351017,0.0411809739308945,0.1971983722952266,-0.5228083682317578,-0.5385294933812764,0.19485876995336493,0.20972839895088982,0.4195263057190921,0.26927601824784186,1.0,0.24572920812211765,-0.3516681153617192,0.06412103020067689,-0.006115117700665964,0.04062859715014919,0.11521261821661312,-0.06811866050479096,-0.24095485330657937,-0.11400943490837122,0.08109034111148036,0.0333723798289515,0.2030947617963206,-0.01484702470128031,-0.05170503949952949,-0.1260761889110989,-0.05304848782115657,0.009245586858257174,-0.46118798512074655,0.03373483819514221,0.13902810617354544,-0.17926905617201122,0.17307902824057375,0.007189445939241944,-0.10048240063118646,0.017616264926548504,0.13651703349313468,0.13007093130729366,-0.014437413183715785,0.12150257380035911,0.09342040511291778,0.48079723311248795,0.25454866949542604
ШВ,-0.05407873186492767,-0.22096120920737544,-0.06983880811997252,-0.0673965625173368,-0.1556722807861546,-0.18020582920885553,-0.23077804430825888,-0.02210132958727433,-0.02743413383792656,-0.045946238145443255,-0.0744008036916292,0.11647794473306923,0.03335854641730212,0.12726377906626166,0.24572920812211765,1.0,-0.12821217383369207,0.028180698453211674,-0.04968668405526708,-0.10190184282391225,0.07117295273551213,-0.1794657745827572,-0.26487596384727646,0.04130045617553956,0.1134732237371975,0.11988316302412375,0.10752151431244597,0.0327007012403105,-0.1785276724386176,-0.008883516001742598,-0.12788946800923956,0.0965282109405553,-0.04249057271134072,-0.11190355120289193,0.1089719779742113,-0.1039764798890913,0.040873665587694306,-0.11457133362084758,-0.1671848867407035,-0.10110028155336771,-0.09541496971768108,-0.14522075670328394,-0.12129604458177354,0.11820346141643805,0.0100512626463899,-0.03426857392294167,-0.06101064102601617
ШСЖ,-0.14783307545524366,-0.19088040707015477,-0.38506406002997384,-0.2793351239665378,0.024888549262885466,0.03178531688607786,-0.09125735870593599,-0.3797519003138693,0.478027579688034,0.4149926263158606,-0.2297897924514717,-0.06500047742554663,-0.7391234389479544,-0.5868651146350522,-0.3516681153617192,-0.12821217383369207,1.0,-0.05108435598601595,-0.07190513493446918,-0.29871558936803994,-0.32171822978514897,-0.10197323423542712,0.3265680531554936,0.10932590768373993,-0.15851916428538088,-0.12863551499182546,-0.01527940130154821,0.13783186622463178,0.2840173820392324,0.41561867084352216,0.13877055061703042,-0.13376275630941126,0.4448946280816907,-0.035664537746385665,-0.020097771241943053,0.10353497301378162,-0.010012115969610212,-0.2260307181620841,-0.09956775641209324,-0.12745851230878016,-0.2646902124171808,-0.05978520307168587,-0.19515832110421413,0.046582776952070776,0.034811678145549335,-0.1502325763584826,-0.2189326721343312
ШЛ,-0.06461230010790132,-0.0870444874017694,-0.4064856188707352,-0.1048306655019099,0.10406704824044566,0.16489425940305902,0.1063211587013553,0.1580897186127466,0.2618052560009859,0.33035430723040393,-0.07251596986122413,0.22844545654915346,0.059128377859857126,0.3159345729569152,0.06412103020067689,0.028180698453211674,-0.05108435598601595,1.0,0.007225754686002513,-0.05783353197763916,0.024419274801046956,0.036039228920413585,0.17227743210756621,0.04835560106311958,-0.16199555478740743,-0.004222689672799912,-0.016498994001767686,0.11825343545549115,0.23065177345745405,0.09759751764792705,-0.003921821743817293,0.06383555955102724,0.02157042542287985,0.1277518353971744,-0.20443318196462373,0.14715417311167847,-0.16915230973832712,0.11482629364050852,-0.07322870972166431,0.11661053316092443,0.058309487564549976,-0.0845402874871486,0.07046840806603696,0.011393537057643404,0.12895323493204722,0.09223853709607303,0.062128802499534876
Директивный стиль,0.07937808358467488,-0.14558548801711602,-0.1518692466195389,-0.18848896815996413,-0.1711633240017705,0.018975663853496538,0.026012918401596488,0.09169419568943132,-0.05127008487103926,-0.006259480262739856,0.09856885116070153,-0.21250814952080266,0.046866852122486445,-0.08039134462606518,-0.006115117700665964,-0.04968668405526708,-0.07190513493446918,0.007225754686002513,1.0,0.7881912837242916,0.7184323492605373,0.7096955510018291,0.026673158875039314,-0.010260674173711631,-0.03669653658803789,0.21197048957303696,0.028283085776454185,0.12447496872545084,0.27155556550295695,0.09902537145398455,0.09801907484447464,0.13221638581538797,-0.1869666027220839,-0.13170847070882308,0.1624021361670928,-0.09275256658317144,0.12206670420677758,-0.012105572897507822,-0.09752182405675384,0.02818608878354189,0.09487799361535118,0.046292005800941255,-0.0015961554432841311,-0.011671789214347125,0.046099499539447045,-0.004644975780267954,0.07492229185431545
Аналитический стиль,0.20622469081171962,-0.07269844866652476,0.07416648629390699,-0.023981010497685622,-0.19358713684814627,0.031248388580310243,0.02717810715650504,0.16759462944432735,-0.32286537457913345,-0.21690808758364555,0.26743691609383213,-0.296964057372083,0.3010151092329653,0.04152284213534796,0.04062859715014919,-0.10190184282391225,-0.29871558936803994,-0.05783353197763916,0.7881912837242916,1.0,0.7398975424611318,0.6911224763077891,-0.04986712153440454,-0.005201870918809527,0.016212566813879777,0.18723554494144135,0.0012472274488741352,-0.05212255465418432,0.10608931306963817,-0.13036762658771409,0.07689009152458515,0.22859976773206242,-0.30828524492548715,-0.081758130637477,0.13049737117075458,-0.1062233533829409,0.1014192909692692,0.14331933332105268,-0.07804137399735926,0.13596229458548387,0.10317861652170277,0.08485103865342813,0.06899038054405802,-0.05565578419380918,-0.12361724592261147,0.05263733836890197,0.11875132653511915
Концептуальный стиль,0.1477196047574392,-0.107076208962529,0.04135385839323801,0.012254297920150264,-0.214403194843891,-0.08513903130176655,-0.10414883655199215,0.24455448728730494,-0.1167717340735847,-0.09676869563423136,0.051895255963180245,-0.05318519509685265,0.30480169389436357,0.1669036128494744,0.11521261821661312,0.07117295273551213,-0.32171822978514897,0.024419274801046956,0.7184323492605373,0.7398975424611318,1.0,0.7215444514694125,-0.12961266868901455,-0.11203687236038941,0.04344478613223557,0.3619261546447764,0.17913881342113766,0.15268191112640345,0.13016524676562133,-0.02305261155375987,0.05336037693921146,0.2253863573431146,-0.164024656260047,-0.040748109328255185,0.047082813954783136,-0.11043663147519302,-0.010125262482856393,0.18798954318804664,0.006028166410229614,0.0858014343409408,-0.010041519328163613,-0.11163351175058324,0.07921832571010953,0.20816643476447394,0.16668306774713004,0.0636984204467812,0.15509665324611893
Поведенческий стиль,0.15691334914486332,0.08470209086701383,0.03331893170015569,-0.0815560204966824,0.015927794980337064,0.1956689085342073,-0.008439958158732885,0.2795686763697631,0.0061794848349535384,0.07003331765565589,0.06993340615098731,-0.06841480685067423,0.20075226877337518,-0.030491748113115565,-0.06811866050479096,-0.1794657745827572,-0.10197323423542712,0.036039228920413585,0.7096955510018291,0.6911224763077891,0.7215444514694125,1.0,-0.005316587258936662,-0.041653430595945486,-0.0001652054292337112,0.1811364410083497,0.04953166912101059,0.21341375911779545,0.1755238173455313,-0.10705595775027558,0.2581774179861086,0.24648232844034815,-0.08351224430542704,0.0028597793370072036,0.0017459774078049774,0.02897169854402798,0.02039867038592355,0.25023001345472606,0.21983694394989628,0.2066510120065459,0.11070625939891994,0.09179572580714586,0.258870474881335,0.1358585848711937,0.14919312143074578,-0.011390824501773165,0.20160220026777737
Безопасность,-0.20124242238506132,0.027044851468055475,-0.21881265391864918,-0.1420897167440321,0.18581362209324054,0.30999139391291,-0.01727436463455377,0.03980106764258784,0.33528053303194705,0.36343988574295094,-0.03764300891701369,-0.029649944006341997,-0.24296796278579894,-0.03782756095664325,-0.24095485330657937,-0.26487596384727646,0.3265680531554936,0.17227743210756621,0.026673158875039314,-0.04986712153440454,-0.12961266868901455,-0.005316587258936662,1.0,0.2856804810232257,0.08468764812672143,0.04099236139471844,-0.058609373213939386,0.22579225064896868,0.467576358795996,0.41064660696377137,0.31518828941743543,0.21733442920584595,0.23825048556639142,-0.004743946525212863,-0.03479648997662699,0.13675187813029635,0.007460790527650091,7.261779467281799e-05,0.031990244335122466,0.09432548462606952,0.07432973396106224,0.07313299975978224,0.07902599457524043,-0.26135571621128456,-0.0029525809538914084,-0.0331136111041453,0.07176597588840244
Конформизм,0.011261726596456334,-0.022536896171533146,-0.052175145910044414,-0.006112883624524014,0.0820556205317794,0.19441845742724967,0.14636209566149766,0.12332664691943991,0.21313108665921326,0.24945665612196208,0.07020424652057518,0.051362652833273514,0.006462704044732425,-0.14039594048225734,-0.11400943490837122,0.04130045617553956,0.10932590768373993,0.04835560106311958,-0.010260674173711631,-0.005201870918809527,-0.11203687236038941,-0.041653430595945486,0.2856804810232257,1.0,0.34749986908247527,-0.07147049855359312,-0.18073456940777102,0.03404909325542212,0.19036263096388276,0.25375344938735056,0.13905549506566806,0.15093101187301808,0.07858341603123793,-0.08220733849602054,-0.06294355206974242,0.1532743391241676,-0.09593881408755606,-0.01509843206733697,-0.10619937777760333,-0.1645090010182092,0.042177870586221314,-0.0593171866515393,-0.04016467015755008,-0.31869501971260433,-0.15260886714170563,-0.03317625478321485,0.0858322725275201
Традиция,0.010227130361960267,-0.1200104807542669,0.11517002979292713,0.15105787017183064,-0.02540971416752004,0.05451550554299633,0.03279376335720534,0.1531148226493147,0.031959447148001766,0.0004382214208548822,-0.0920676773901457,0.026891964248810758,0.17669877256507419,-0.020926023982633265,0.08109034111148036,0.1134732237371975,-0.15851916428538088,-0.16199555478740743,-0.03669653658803789,0.016212566813879777,0.04344478613223557,-0.0001652054292337112,0.08468764812672143,0.34749986908247527,1.0,0.2849082990357102,0.21441185425748194,0.23376320798599762,0.1198567070887223,0.06850245743965301,0.37155800443241915,0.40842159547446405,-0.14024984979710717,-0.3173304577832914,0.1019927091185854,-0.20990253601560493,-0.1950666973254458,-0.017110323011659528,-0.09575240867834194,-0.10987721314133411,0.09034833982556115,-0.1544446142335997,-0.050845719087509754,0.08769310150626035,-0.019574367335999585,0.06328647481331716,0.21835441018801593
Самостьятельность,0.16468671708561552,-0.2411152241370595,0.0006429133193376428,-0.02224981211705368,-0.2388351534694314,-0.18492798648563424,-0.3065120257166984,0.038221146549157155,-0.04006490968287498,-0.08259415076343786,-0.07432193230494664,0.08254105134880207,0.06452400379850393,0.18074774068926489,0.0333723798289515,0.11988316302412375,-0.12863551499182546,-0.004222689672799912,0.21197048957303696,0.18723554494144135,0.3619261546447764,0.1811364410083497,0.04099236139471844,-0.07147049855359312,0.2849082990357102,1.0,0.44366523391083196,0.4479564525845269,0.2790392776170308,0.18129137542037582,0.4910003604152204,0.4268210886074234,-0.02408868919984588,-0.13664997792395028,0.13934536930006802,-0.11911028026874522,0.06475983119678182,-0.0507917772206587,-0.2085715976056678,-0.11715046250868705,0.06367074829195916,-0.14858853245731454,-0.06726670421761018,0.4039975939671589,0.26940051555381406,-0.11396832696437784,0.09942318278756383
Риск-новизна,0.024299384817719153,-0.1823165843919261,-0.027026712271113102,0.018662675123749407,-0.15815180570376383,-0.20387846229632872,-0.2727286608888713,-0.026918554436138626,-0.04827177876645853,-0.11558730504556043,-0.2103118329446311,-0.0059312710154696335,0.01966096981871059,0.01762278625438435,0.2030947617963206,0.10752151431244597,-0.01527940130154821,-0.016498994001767686,0.028283085776454185,0.0012472274488741352,0.17913881342113766,0.04953166912101059,-0.058609373213939386,-0.18073456940777102,0.21441185425748194,0.44366523391083196,1.0,0.4745500257129148,0.22808645814861486,0.1451519407586148,0.2906260999843132,0.32558496243115187,0.05093500419273931,0.0437544442622714,-0.1517343803723368,0.07106291481181745,-0.1873672868218429,-0.05864756597239528,-0.1839763890511172,0.020796817319710607,0.02241022510763645,-0.10106611477493263,-0.07219854737295572,0.4246819639049267,0.3505211098535176,0.0700215092250669,0.11794653228685135
Гедонизм,1.0253151942989206e-17,-0.18245976131382943,-0.195777269372738,-0.23239008702791505,-0.025948358965629834,-0.08735151723603804,-0.2969387282047058,0.032307962113782465,0.318942090121426,0.21261221697698104,-0.3740091961918638,0.05671811998098198,-0.13093532212388906,-0.046938282979438584,-0.01484702470128031,0.0327007012403105,0.13783186622463178,0.11825343545549115,0.12447496872545084,-0.05212255465418432,0.15268191112640345,0.21341375911779545,0.22579225064896868,0.03404909325542212,0.23376320798599762,0.4479564525845269,0.4745500257129148,1.0,0.4787246834053446,0.3915936335528998,0.40939610555816297,0.3082369600380744,0.10720704314910032,-0.10263363625057541,2.185168234689483e-17,-0.005076720682785467,-0.08703982620277083,-0.052847959688821285,-0.13351391891843392,-0.06535475958752715,-0.008839450967781479,-0.11680170930629227,-0.017192571294215687,0.23936597187819855,0.30055498726407903,-0.029340561272611577,0.18628124089718828
Достижение,0.051797256154337716,-0.1928784118289058,-0.22856547132733024,-0.17272354167995585,-0.11453554403008882,-0.02838217279217968,-0.02677564360666558,-0.017079252942167687,0.2406414219955498,0.20473616534696143,-0.23149512722474228,-0.2301193919737524,-0.19402200345772314,-0.24052673927051252,-0.05170503949952949,-0.1785276724386176,0.2840173820392324,0.23065177345745405,0.27155556550295695,0.10608931306963817,0.13016524676562133,0.1755238173455313,0.467576358795996,0.19036263096388276,0.1198567070887223,0.2790392776170308,0.22808645814861486,0.4787246834053446,1.0,0.5903294682079013,0.351750690602239,0.17235113641244182,-0.01409748813428571,-0.08424424041260718,-0.12254429912796082,0.12871474655194692,-0.21260663256988466,0.08903568631109139,-0.14525870477847938,0.03681835121782309,0.1426897181241501,-0.210395476025498,0.03248244935820299,0.028896020144803074,0.1540673592716751,0.07925429388409154,0.07005210830958891
Власть-Богатство,0.06794806624615689,-0.30134115513697934,-0.36790611371034376,-0.2955125086193518,-0.16331872644384787,-0.17335505553077749,-0.06991446382595644,-0.3157154463808554,0.3651173272144101,0.3109137079117673,-0.18674550391606387,-0.02241469298165259,-0.42617691453098405,-0.12429105714541401,-0.1260761889110989,-0.008883516001742598,0.41561867084352216,0.09759751764792705,0.09902537145398455,-0.13036762658771409,-0.02305261155375987,-0.10705595775027558,0.41064660696377137,0.25375344938735056,0.06850245743965301,0.18129137542037582,0.1451519407586148,0.3915936335528998,0.5903294682079013,1.0,0.17035831638692922,-0.0018488731775410177,0.19418350236763615,-0.06142662832273726,-0.12528327651616333,0.15423479565831003,-0.18528165782112363,-0.10432569511674299,-0.3436599980528468,-0.19117321974425447,-0.174411393974166,-0.2826552406299284,-0.23378731485819826,-0.0012750289873866988,0.09452178420401242,-0.03710368865587801,-0.08657338028473056
